product_id,product_name,brand,category,price,discount_price,discount_percent,rating,reviews_count,skin_type,year,sales_count,revenue,wishlist_count,delivery_days,stock_status
663,Nivea Makeup Product,Nivea,Makeup,481,408.85,15,3.2,1717.0,,2025,1898,912938,1312,4,In Stock
664,Mamaearth Skincare Product,Mamaearth,Skincare,295,236.0,20,3.6,1490.0,,2024,4769,1406855,3291,1,Out of Stock
665,Biotique Skincare Product,Biotique,Skincare,1510,1283.5,15,4.3,2387.0,,2025,2864,4324640,1515,7,In Stock
666,Minimalist Haircare Product,Minimalist,Haircare,307,276.3,10,3.6,1821.0,,2024,3424,1051168,1708,3,Out of Stock
667,Lakme Makeup Product,Lakme,Makeup,985,689.5,30,4.1,1730.0,,2024,3328,3278080,1502,3,Out of Stock
668,Nykaa Haircare Product,Nykaa,Haircare,1493,1194.4,20,4.2,1780.0,Dry,2024,1302,1943886,433,1,In Stock
669,L'Oreal Haircare Product,L'Oreal,Haircare,318,270.3,15,3.7,1757.0,,2024,4031,1281858,1669,7,Out of Stock
670,Dove Haircare Product,Dove,Haircare,1018,763.5,25,4.0,2154.0,,2024,4723,4808014,1999,2,Out of Stock
671,Nykaa Makeup Product,Nykaa,Makeup,296,251.6,15,3.7,1742.0,All,2025,2172,642912,1177,3,In Stock
672,Dove Skincare Product,Dove,Skincare,1007,805.6,20,4.0,1628.0,,2024,4580,4612060,3085,4,Out of Stock
673,Biotique Haircare Product,Biotique,Haircare,692,553.6,20,3.7,2177.0,,2025,2200,1522400,1181,4,In Stock
674,Nykaa Skincare Product,Nykaa,Skincare,989,840.65,15,4.1,1759.0,Dry,2025,4909,4855001,1614,5,Out of Stock
675,Minimalist Makeup Product,Minimalist,Makeup,680,612.0,10,4.1,1403.0,,2025,1379,937720,1074,6,In Stock
676,Maybelline Haircare Product,Maybelline,Haircare,493,443.7,10,3.4,2225.0,,2025,1408,694144,1086,7,In Stock
677,Maybelline Skincare Product,Maybelline,Skincare,515,360.5,30,,1461.0,,2025,2532,1303980,1753,6,In Stock
678,Nykaa Skincare Product,Nykaa,Skincare,995,796.0,20,,2297.0,Combination,2024,4592,4569040,3653,6,Out of Stock
679,Mamaearth Haircare Product,Mamaearth,Haircare,1485,1113.75,25,4.3,1824.0,,2025,2067,3069495,1182,4,In Stock
680,Minimalist Haircare Product,Minimalist,Haircare,1495,1196.0,20,4.5,1792.0,,2024,1381,2064595,1079,5,In Stock
681,Maybelline Haircare Product,Maybelline,Haircare,515,360.5,30,3.6,1839.0,,2024,4394,2262910,1484,6,Out of Stock
682,Dove Skincare Product,Dove,Skincare,491,392.8,20,3.6,,,2024,4311,2116701,2081,6,Out of Stock
683,Mamaearth Makeup Product,Mamaearth,Makeup,718,502.6,30,3.8,,,2024,1408,1010944,581,1,In Stock
684,Nivea Haircare Product,Nivea,Haircare,988,741.0,25,4.1,,,2025,4687,4630756,1865,1,Out of Stock
685,Mamaearth Haircare Product,Mamaearth,Haircare,480,408.0,15,4.0,1673.0,,2024,4904,2353920,1816,1,Out of Stock
686,Dove Skincare Product,Dove,Skincare,510,459.0,10,3.9,1450.0,,2024,3227,1645770,1972,2,Out of Stock
687,Mamaearth Makeup Product,Mamaearth,Makeup,716,572.8,20,3.6,2051.0,,2025,2178,1559448,1504,6,In Stock
688,Nykaa Makeup Product,Nykaa,Makeup,1510,1132.5,25,3.9,1691.0,Dry,2024,2230,3367300,1313,2,In Stock
689,Himalaya Haircare Product,Himalaya,Haircare,714,606.9,15,4.1,1981.0,,2025,4942,3528588,1845,5,Out of Stock
690,Dove Skincare Product,Dove,Skincare,1010,757.5,25,4.2,2084.0,,2024,187,188870,131,7,In Stock
691,Nykaa Makeup Product,Nykaa,Makeup,306,275.4,10,3.3,1582.0,Dry,2025,3522,1077732,2176,4,Out of Stock
692,Minimalist Haircare Product,Minimalist,Haircare,1499,1199.2,20,4.3,2193.0,,2025,2882,4320118,1423,6,In Stock
693,Minimalist Haircare Product,Minimalist,Haircare,484,435.6,10,3.9,1692.0,,2024,3629,1756436,2311,4,Out of Stock
694,Biotique Haircare Product,Biotique,Haircare,1516,1288.6,15,4.2,2033.0,,2025,3081,4670796,1324,7,Out of Stock
695,L'Oreal Haircare Product,L'Oreal,Haircare,1516,1212.8,20,4.4,2063.0,,2025,4214,6388424,1991,1,Out of Stock
696,Dove Makeup Product,Dove,Makeup,481,336.7,30,4.2,1487.0,,2025,2643,1271283,2005,6,In Stock
697,Minimalist Haircare Product,Minimalist,Haircare,1491,1341.9,10,4.2,2169.0,,2025,4350,6485850,1936,3,Out of Stock
698,Maybelline Makeup Product,Maybelline,Makeup,1013,861.05,15,3.8,2094.0,,2025,3868,3918284,2069,2,Out of Stock
699,Biotique Haircare Product,Biotique,Haircare,713,570.4,20,4.0,1899.0,,2024,4188,2986044,3120,2,Out of Stock
700,Nykaa Haircare Product,Nykaa,Haircare,497,447.3,10,3.8,1579.0,Oily,2025,3873,1924881,2532,6,Out of Stock
701,Nivea Makeup Product,Nivea,Makeup,680,578.0,15,3.9,1458.0,,2025,4092,2782560,1354,7,Out of Stock
702,L'Oreal Haircare Product,L'Oreal,Haircare,701,560.8,20,3.8,1928.0,,2024,1956,1371156,730,1,In Stock
703,Biotique Skincare Product,Biotique,Skincare,1483,1186.4,20,4.2,961.0,,2024,810,1201230,246,2,In Stock
704,Dove Makeup Product,Dove,Makeup,298,268.2,10,3.8,1761.0,,2025,3495,1041510,2151,1,Out of Stock
705,L'Oreal Skincare Product,L'Oreal,Skincare,1496,1196.8,20,4.0,2244.0,,2024,949,1419704,497,5,In Stock
706,Nykaa Skincare Product,Nykaa,Skincare,699,524.25,25,4.2,1841.0,Dry,2025,4505,3148995,1653,4,Out of Stock
707,Maybelline Skincare Product,Maybelline,Skincare,288,230.4,20,3.8,1939.0,,2025,2997,863136,2334,7,In Stock
708,Maybelline Skincare Product,Maybelline,Skincare,293,219.75,25,3.7,1579.0,,2024,1769,518317,999,3,In Stock
709,Himalaya Haircare Product,Himalaya,Haircare,307,260.95,15,4.0,2056.0,,2025,330,101310,138,4,In Stock
710,Biotique Makeup Product,Biotique,Makeup,1018,763.5,25,4.0,1967.0,,2024,3316,3375688,1824,4,Out of Stock
711,Biotique Makeup Product,Biotique,Makeup,508,355.6,30,3.8,1414.0,,2024,1937,983996,1239,5,In Stock
712,Nivea Skincare Product,Nivea,Skincare,514,436.9,15,3.7,1814.0,,2024,3316,1704424,1121,2,Out of Stock
713,Maybelline Haircare Product,Maybelline,Haircare,700,525.0,25,3.8,1624.0,,2025,716,501200,313,3,In Stock
714,Himalaya Skincare Product,Himalaya,Skincare,298,223.5,25,3.8,1436.0,,2024,4238,1262924,2981,2,Out of Stock
715,Mamaearth Haircare Product,Mamaearth,Haircare,685,479.5,30,4.1,1668.0,,2025,721,493885,382,6,In Stock
716,Dove Haircare Product,Dove,Haircare,313,250.4,20,3.7,1762.0,,2024,2019,631947,1157,4,In Stock
717,Nykaa Haircare Product,Nykaa,Haircare,1508,1131.0,25,4.1,1239.0,All,2025,4206,6342648,2172,6,Out of Stock
718,Nivea Skincare Product,Nivea,Skincare,995,845.75,15,3.9,1726.0,,2025,3172,3156140,1021,1,Out of Stock
719,Nivea Makeup Product,Nivea,Makeup,1012,809.6,20,,,,2024,4749,4805988,1818,4,Out of Stock
720,Himalaya Skincare Product,Himalaya,Skincare,510,382.5,25,4.0,1038.0,,2024,4827,2461770,2523,2,Out of Stock
721,L'Oreal Makeup Product,L'Oreal,Makeup,1518,1138.5,25,4.4,1685.0,,2024,3950,5996100,1598,4,Out of Stock
722,L'Oreal Haircare Product,L'Oreal,Haircare,1508,1131.0,25,4.2,2167.0,,2024,573,864084,186,1,In Stock
723,Maybelline Makeup Product,Maybelline,Makeup,991,743.25,25,4.1,1652.0,,2025,2443,2421013,1763,5,In Stock
724,Nykaa Skincare Product,Nykaa,Skincare,516,438.6,15,3.9,,Oily,2025,3167,1634172,2503,6,Out of Stock
725,Lakme Skincare Product,Lakme,Skincare,1516,1288.6,15,4.0,1805.0,,2024,2643,4006788,1841,6,In Stock
726,Dove Skincare Product,Dove,Skincare,701,630.9,10,3.9,,,2024,2018,1414618,1466,2,In Stock
727,Mamaearth Makeup Product,Mamaearth,Makeup,512,460.8,10,3.6,1392.0,,2025,1803,923136,759,4,In Stock
728,Nivea Makeup Product,Nivea,Makeup,490,441.0,10,3.7,1981.0,,2025,2346,1149540,1830,2,In Stock
729,Dove Skincare Product,Dove,Skincare,1495,1345.5,10,3.7,2336.0,,2025,2311,3454945,920,5,In Stock
730,Mamaearth Skincare Product,Mamaearth,Skincare,290,217.5,25,3.9,2167.0,,2024,2336,677440,1812,4,In Stock
731,Biotique Makeup Product,Biotique,Makeup,313,266.05,15,3.7,1527.0,,2025,4252,1330876,3390,4,Out of Stock
732,Biotique Makeup Product,Biotique,Makeup,703,492.1,30,4.2,1862.0,,2024,2928,2058384,1920,2,In Stock
733,Maybelline Haircare Product,Maybelline,Haircare,1004,753.0,25,3.8,2048.0,,2024,4193,4209772,3314,2,Out of Stock
734,Maybelline Haircare Product,Maybelline,Haircare,1008,806.4,20,3.9,1618.0,,2024,3694,3723552,2160,1,Out of Stock
735,Mamaearth Makeup Product,Mamaearth,Makeup,494,345.8,30,4.1,2430.0,,2024,4482,2214108,1926,7,Out of Stock
736,Dove Haircare Product,Dove,Haircare,284,227.2,20,3.9,1516.0,,2024,2105,597820,1091,7,In Stock
737,Nivea Haircare Product,Nivea,Haircare,1483,1112.25,25,4.0,2004.0,,2025,4770,7073910,2846,5,Out of Stock
738,L'Oreal Makeup Product,L'Oreal,Makeup,1498,1123.5,25,4.4,2248.0,,2025,1326,1986348,446,7,In Stock
739,Himalaya Haircare Product,Himalaya,Haircare,1495,1121.25,25,3.8,1584.0,,2024,2816,4209920,1721,1,In Stock
740,L'Oreal Makeup Product,L'Oreal,Makeup,302,256.7,15,3.7,1912.0,,2024,352,106304,278,6,In Stock
741,Biotique Skincare Product,Biotique,Skincare,704,563.2,20,4.0,,,2024,688,484352,271,4,In Stock
742,Biotique Skincare Product,Biotique,Skincare,496,446.4,10,3.8,1810.0,,2024,105,52080,73,2,In Stock
743,Nivea Skincare Product,Nivea,Skincare,507,430.95,15,3.6,1386.0,,2024,4871,2469597,3672,4,Out of Stock
744,Minimalist Skincare Product,Minimalist,Skincare,693,623.7,10,4.2,1786.0,,2024,575,398475,443,4,In Stock
745,Himalaya Skincare Product,Himalaya,Skincare,1501,1125.75,25,,1743.0,,2025,4619,6933119,3603,3,Out of Stock
746,Nykaa Skincare Product,Nykaa,Skincare,279,209.25,25,3.6,1592.0,Combination,2024,4173,1164267,2339,6,Out of Stock
747,Nykaa Haircare Product,Nykaa,Haircare,310,232.5,25,3.5,1798.0,Combination,2025,2175,674250,1715,3,In Stock
748,Nykaa Skincare Product,Nykaa,Skincare,286,228.8,20,3.6,1380.0,All,2025,3337,954382,2264,7,Out of Stock
749,L'Oreal Makeup Product,L'Oreal,Makeup,489,391.2,20,3.5,1881.0,,2024,414,202446,157,4,In Stock
750,Minimalist Makeup Product,Minimalist,Makeup,507,354.9,30,3.9,1814.0,,2025,4671,2368197,2515,2,Out of Stock
751,Minimalist Haircare Product,Minimalist,Haircare,516,361.2,30,3.7,2209.0,,2024,1696,875136,1117,4,In Stock
752,Dove Haircare Product,Dove,Haircare,313,250.4,20,3.6,1700.0,,2025,968,302984,410,6,In Stock
753,Minimalist Skincare Product,Minimalist,Skincare,680,544.0,20,4.1,2330.0,,2025,2847,1935960,1766,3,In Stock
754,Dove Makeup Product,Dove,Makeup,716,537.0,25,3.9,1940.0,,2024,1581,1131996,1001,2,In Stock
755,Dove Haircare Product,Dove,Haircare,514,436.9,15,4.1,1674.0,,2024,3395,1745030,1294,4,Out of Stock
756,Minimalist Makeup Product,Minimalist,Makeup,314,235.5,25,3.5,1631.0,,2025,1956,614184,1139,5,In Stock
757,Dove Makeup Product,Dove,Makeup,706,635.4,10,3.9,1788.0,,2024,3136,2214016,2150,6,Out of Stock
758,Himalaya Makeup Product,Himalaya,Makeup,482,361.5,25,3.6,1527.0,,2025,4630,2231660,2543,6,Out of Stock
759,Nykaa Haircare Product,Nykaa,Haircare,1009,706.3,30,4.0,902.0,Oily,2024,2125,2144125,650,5,In Stock
760,Biotique Skincare Product,Biotique,Skincare,502,426.7,15,3.8,1977.0,,2024,763,383026,232,4,In Stock
761,Maybelline Skincare Product,Maybelline,Skincare,497,397.6,20,3.6,1616.0,,2025,1112,552664,532,6,In Stock
762,Nivea Haircare Product,Nivea,Haircare,694,624.6,10,3.7,2264.0,,2024,2026,1406044,1546,2,In Stock
763,Biotique Skincare Product,Biotique,Skincare,501,425.85,15,4.0,1468.0,,2024,1346,674346,557,4,In Stock
764,Biotique Skincare Product,Biotique,Skincare,303,257.55,15,3.5,1383.0,,2025,175,53025,108,4,In Stock
765,L'Oreal Skincare Product,L'Oreal,Skincare,298,268.2,10,3.6,1843.0,,2024,4682,1395236,1924,3,Out of Stock
766,L'Oreal Haircare Product,L'Oreal,Haircare,1511,1133.25,25,4.2,1284.0,,2024,3646,5509106,1680,6,Out of Stock
767,Himalaya Skincare Product,Himalaya,Skincare,493,443.7,10,3.9,1811.0,,2024,3333,1643169,2413,6,Out of Stock
768,L'Oreal Haircare Product,L'Oreal,Haircare,1001,750.75,25,3.8,1816.0,,2024,1653,1654653,1098,5,In Stock
769,Dove Skincare Product,Dove,Skincare,700,560.0,20,4.1,1205.0,,2024,116,81200,40,3,In Stock
770,Nivea Makeup Product,Nivea,Makeup,986,788.8,20,4.0,1828.0,,2025,282,278052,145,7,In Stock
771,Maybelline Makeup Product,Maybelline,Makeup,1515,1212.0,20,4.3,1656.0,,2024,2206,3342090,693,3,In Stock
772,Lakme Skincare Product,Lakme,Skincare,318,238.5,25,3.9,,,2024,1219,387642,658,6,In Stock
773,Minimalist Makeup Product,Minimalist,Makeup,990,841.5,15,4.1,2057.0,,2024,2208,2185920,1393,4,In Stock
774,Dove Makeup Product,Dove,Makeup,1506,1280.1,15,4.1,2047.0,,2025,4256,6409536,1528,3,Out of Stock
775,Nivea Makeup Product,Nivea,Makeup,509,381.75,25,3.8,1619.0,,2024,1543,785387,685,5,In Stock
776,Himalaya Haircare Product,Himalaya,Haircare,1479,1331.1,10,4.3,1620.0,,2024,4768,7051872,2378,3,Out of Stock
777,Lakme Makeup Product,Lakme,Makeup,499,449.1,10,3.7,1866.0,,2025,4057,2024443,3082,5,Out of Stock
778,Nivea Skincare Product,Nivea,Skincare,295,250.75,15,3.7,1652.0,,2025,2522,743990,2009,7,In Stock
779,Mamaearth Skincare Product,Mamaearth,Skincare,1484,1187.2,20,4.1,1429.0,,2025,2710,4021640,873,3,In Stock
780,Mamaearth Skincare Product,Mamaearth,Skincare,1493,1045.1,30,4.1,1149.0,,2025,2789,4163977,1897,5,In Stock
781,Lakme Makeup Product,Lakme,Makeup,1513,1134.75,25,4.3,2447.0,,2025,1811,2740043,879,3,In Stock
782,Maybelline Skincare Product,Maybelline,Skincare,483,410.55,15,3.5,1606.0,,2024,3564,1721412,1768,7,Out of Stock
783,L'Oreal Makeup Product,L'Oreal,Makeup,496,372.0,25,4.1,1969.0,,2025,2025,1004400,1371,3,In Stock
784,Mamaearth Makeup Product,Mamaearth,Makeup,1485,1113.75,25,4.3,1587.0,,2025,2412,3581820,1831,2,In Stock
785,Himalaya Makeup Product,Himalaya,Makeup,713,641.7,10,3.6,1922.0,,2024,926,660238,718,5,In Stock
786,Mamaearth Haircare Product,Mamaearth,Haircare,710,603.5,15,3.9,1908.0,,2024,3862,2742020,2273,7,Out of Stock
787,Nivea Skincare Product,Nivea,Skincare,1495,1196.0,20,4.2,1998.0,,2024,3498,5229510,1674,5,Out of Stock
788,Maybelline Makeup Product,Maybelline,Makeup,991,842.35,15,3.6,1809.0,,2025,1362,1349742,944,5,In Stock
789,L'Oreal Skincare Product,L'Oreal,Skincare,1018,814.4,20,3.9,1618.0,,2024,1510,1537180,642,1,In Stock
790,Biotique Makeup Product,Biotique,Makeup,1480,1184.0,20,4.2,1367.0,,2025,2759,4083320,1605,7,In Stock
791,L'Oreal Haircare Product,L'Oreal,Haircare,709,638.1,10,4.0,1650.0,,2024,2374,1683166,1137,3,In Stock
792,Nivea Haircare Product,Nivea,Haircare,1017,864.45,15,3.8,1464.0,,2025,1783,1813311,1120,5,In Stock
793,Lakme Makeup Product,Lakme,Makeup,516,438.6,15,3.5,1065.0,,2025,1655,853980,695,6,In Stock
794,L'Oreal Haircare Product,L'Oreal,Haircare,1501,1050.7,30,4.2,1760.0,,2025,2613,3922113,1034,1,In Stock
795,Minimalist Haircare Product,Minimalist,Haircare,1501,1275.85,15,4.2,2205.0,,2024,3471,5209971,2634,2,Out of Stock
796,L'Oreal Makeup Product,L'Oreal,Makeup,315,267.75,15,,1887.0,,2024,3567,1123605,1251,5,Out of Stock
797,Dove Skincare Product,Dove,Skincare,681,578.85,15,3.8,1885.0,,2024,2447,1666407,1353,5,In Stock
798,Dove Haircare Product,Dove,Haircare,297,207.9,30,3.7,1830.0,,2024,3785,1124145,1553,1,Out of Stock
799,Nykaa Haircare Product,Nykaa,Haircare,700,630.0,10,4.1,1677.0,Dry,2025,2920,2044000,932,3,In Stock
800,Dove Skincare Product,Dove,Skincare,691,552.8,20,3.8,1350.0,,2025,1210,836110,384,6,In Stock
801,Himalaya Skincare Product,Himalaya,Skincare,487,413.95,15,3.5,1871.0,,2024,4904,2388248,1900,2,Out of Stock
802,Mamaearth Haircare Product,Mamaearth,Haircare,1001,900.9,10,3.9,1678.0,,2025,292,292292,214,5,In Stock
803,Dove Haircare Product,Dove,Haircare,288,244.8,15,3.6,1493.0,,2024,2640,760320,1164,3,In Stock
804,Nivea Haircare Product,Nivea,Haircare,303,242.4,20,3.4,1783.0,,2025,1113,337239,862,7,In Stock
805,Mamaearth Haircare Product,Mamaearth,Haircare,689,551.2,20,3.6,,,2025,4374,3013686,2584,6,Out of Stock
806,Nivea Haircare Product,Nivea,Haircare,490,441.0,10,3.6,1688.0,,2025,2645,1296050,1370,7,In Stock
807,Minimalist Makeup Product,Minimalist,Makeup,694,624.6,10,3.7,2053.0,,2025,969,672486,571,6,In Stock
808,Himalaya Makeup Product,Himalaya,Makeup,490,367.5,25,3.8,1737.0,,2024,55,26950,30,2,In Stock
809,Lakme Haircare Product,Lakme,Haircare,504,403.2,20,4.2,2230.0,,2024,517,260568,351,4,In Stock
810,Lakme Makeup Product,Lakme,Makeup,990,693.0,30,4.1,1961.0,,2025,4220,4177800,1862,6,Out of Stock
811,Himalaya Skincare Product,Himalaya,Skincare,1495,1121.25,25,4.2,1571.0,,2025,53,79235,25,4,In Stock
812,Lakme Skincare Product,Lakme,Skincare,1490,1043.0,30,,1627.0,,2025,695,1035550,519,7,In Stock
813,Himalaya Haircare Product,Himalaya,Haircare,693,519.75,25,3.9,2332.0,,2025,167,115731,129,6,In Stock
814,Dove Makeup Product,Dove,Makeup,1499,1049.3,30,4.1,1956.0,,2025,2978,4464022,2222,2,In Stock
815,Lakme Skincare Product,Lakme,Skincare,1003,752.25,25,3.8,1686.0,,2025,2601,2608803,1325,1,In Stock
816,Nykaa Makeup Product,Nykaa,Makeup,483,362.25,25,3.4,1958.0,Oily,2024,4339,2095737,2994,2,Out of Stock
817,Nykaa Skincare Product,Nykaa,Skincare,491,392.8,20,3.5,1932.0,All,2025,896,439936,482,2,In Stock
818,L'Oreal Makeup Product,L'Oreal,Makeup,1014,912.6,10,3.9,1351.0,,2025,2812,2851368,1543,1,In Stock
819,Biotique Makeup Product,Biotique,Makeup,993,893.7,10,4.0,1461.0,,2024,1191,1182663,479,1,In Stock
820,L'Oreal Haircare Product,L'Oreal,Haircare,496,347.2,30,3.8,1551.0,,2025,1860,922560,1107,3,In Stock
821,Nivea Makeup Product,Nivea,Makeup,1500,1275.0,15,4.2,1700.0,,2024,773,1159500,303,6,In Stock
822,Dove Skincare Product,Dove,Skincare,997,847.45,15,4.1,2154.0,,2024,274,273178,127,7,In Stock
823,Lakme Makeup Product,Lakme,Makeup,299,209.3,30,,2169.0,,2025,4677,1398423,3402,3,Out of Stock
824,L'Oreal Skincare Product,L'Oreal,Skincare,480,408.0,15,3.9,,,2024,4258,2043840,1718,1,Out of Stock
825,Nivea Makeup Product,Nivea,Makeup,1509,1207.2,20,4.1,1702.0,,2025,4704,7098336,1578,4,Out of Stock
826,Mamaearth Skincare Product,Mamaearth,Skincare,1482,1259.7,15,3.9,1827.0,,2025,2098,3109236,701,7,In Stock
827,Biotique Haircare Product,Biotique,Haircare,311,248.8,20,3.8,1542.0,,2024,4799,1492489,3697,4,Out of Stock
828,Nivea Makeup Product,Nivea,Makeup,502,376.5,25,3.7,2008.0,,2024,4465,2241430,2471,2,Out of Stock
829,Himalaya Haircare Product,Himalaya,Haircare,505,454.5,10,,1616.0,,2024,1623,819615,819,5,In Stock
830,Maybelline Haircare Product,Maybelline,Haircare,1488,1116.0,25,4.2,1961.0,,2025,1878,2794464,1324,2,In Stock
831,Lakme Skincare Product,Lakme,Skincare,315,220.5,30,,1877.0,,2025,1967,619605,1412,2,In Stock
832,Nykaa Haircare Product,Nykaa,Haircare,705,634.5,10,,2208.0,Oily,2025,4284,3020220,1996,5,Out of Stock
833,Maybelline Haircare Product,Maybelline,Haircare,290,246.5,15,3.4,,,2024,2076,602040,1342,6,In Stock
834,Biotique Skincare Product,Biotique,Skincare,1014,811.2,20,4.2,1992.0,,2024,3794,3847116,2601,1,Out of Stock
835,Maybelline Makeup Product,Maybelline,Makeup,507,380.25,25,3.5,1796.0,,2024,951,482157,596,4,In Stock
836,Mamaearth Skincare Product,Mamaearth,Skincare,1488,1041.6,30,3.9,2097.0,,2024,4835,7194480,1816,2,Out of Stock
837,Maybelline Skincare Product,Maybelline,Skincare,490,367.5,25,3.4,1942.0,,2025,2089,1023610,1541,5,In Stock
838,L'Oreal Haircare Product,L'Oreal,Haircare,1514,1135.5,25,4.2,1915.0,,2024,59,89326,33,3,In Stock
839,Mamaearth Makeup Product,Mamaearth,Makeup,1494,1195.2,20,4.2,2003.0,,2024,310,463140,136,2,In Stock
840,Nykaa Skincare Product,Nykaa,Skincare,692,519.0,25,4.1,1446.0,All,2025,1723,1192316,883,4,In Stock
841,Dove Skincare Product,Dove,Skincare,1485,1113.75,25,4.2,2078.0,,2025,2269,3369465,723,1,In Stock
842,Himalaya Skincare Product,Himalaya,Skincare,1012,708.4,30,4.0,1538.0,,2024,2110,2135320,767,2,In Stock
843,Nykaa Haircare Product,Nykaa,Haircare,692,553.6,20,3.6,1492.0,Oily,2024,3763,2603996,2569,2,Out of Stock
844,Mamaearth Skincare Product,Mamaearth,Skincare,1498,1198.4,20,4.3,2137.0,,2024,1669,2500162,500,6,In Stock
845,Nykaa Skincare Product,Nykaa,Skincare,309,262.65,15,3.3,2111.0,Dry,2025,370,114330,188,5,In Stock
846,Nykaa Haircare Product,Nykaa,Haircare,286,257.4,10,3.5,1613.0,Dry,2024,1392,398112,781,3,In Stock
847,L'Oreal Makeup Product,L'Oreal,Makeup,717,573.6,20,4.1,1847.0,,2024,2426,1739442,794,3,In Stock
848,Maybelline Skincare Product,Maybelline,Skincare,698,558.4,20,3.7,2044.0,,2025,2882,2011636,2266,7,In Stock
849,Dove Skincare Product,Dove,Skincare,295,250.75,15,3.9,2122.0,,2024,2874,847830,1187,1,In Stock
850,Dove Haircare Product,Dove,Haircare,1511,1208.8,20,4.4,2241.0,,2025,2044,3088484,924,7,In Stock
851,Dove Skincare Product,Dove,Skincare,990,742.5,25,4.2,,,2025,3008,2977920,1359,4,Out of Stock
852,Dove Haircare Product,Dove,Haircare,997,797.6,20,3.8,1894.0,,2025,2088,2081736,866,1,In Stock
853,Maybelline Skincare Product,Maybelline,Skincare,1000,750.0,25,4.4,1575.0,,2024,3540,3540000,1064,2,Out of Stock
854,Lakme Makeup Product,Lakme,Makeup,697,522.75,25,4.1,2625.0,,2025,3727,2597719,2477,2,Out of Stock
855,L'Oreal Makeup Product,L'Oreal,Makeup,704,563.2,20,4.0,1573.0,,2025,1168,822272,915,3,In Stock
856,Nivea Haircare Product,Nivea,Haircare,717,573.6,20,4.1,2503.0,,2025,1654,1185918,681,4,In Stock
857,Nykaa Haircare Product,Nykaa,Haircare,704,598.4,15,4.2,1834.0,Dry,2024,4077,2870208,2574,5,Out of Stock
858,Minimalist Makeup Product,Minimalist,Makeup,1016,914.4,10,4.2,1911.0,,2025,285,289560,191,4,In Stock
859,L'Oreal Makeup Product,L'Oreal,Makeup,685,548.0,20,4.0,2024.0,,2025,2019,1383015,1462,2,In Stock
860,Himalaya Haircare Product,Himalaya,Haircare,1015,710.5,30,,1733.0,,2024,4479,4546185,2290,5,Out of Stock
861,Dove Haircare Product,Dove,Haircare,282,225.6,20,3.7,1889.0,,2024,1958,552156,883,4,In Stock
862,Lakme Skincare Product,Lakme,Skincare,489,366.75,25,3.8,1466.0,,2025,425,207825,196,4,In Stock
863,Lakme Haircare Product,Lakme,Haircare,304,273.6,10,3.6,1571.0,,2024,3580,1088320,2349,5,Out of Stock
864,Minimalist Haircare Product,Minimalist,Haircare,992,793.6,20,3.6,1514.0,,2025,2685,2663520,1902,2,In Stock
865,Dove Makeup Product,Dove,Makeup,1493,1343.7,10,3.9,1373.0,,2024,1620,2418660,633,4,In Stock
866,Maybelline Skincare Product,Maybelline,Skincare,1516,1364.4,10,4.3,2013.0,,2024,2610,3956760,1267,5,In Stock
867,Maybelline Skincare Product,Maybelline,Skincare,488,414.8,15,,1247.0,,2025,3441,1679208,2584,6,Out of Stock
868,Biotique Haircare Product,Biotique,Haircare,516,412.8,20,3.6,1611.0,,2025,3015,1555740,2120,6,Out of Stock
869,Nivea Makeup Product,Nivea,Makeup,1512,1134.0,25,4.1,2022.0,,2025,3693,5583816,2926,2,Out of Stock
870,Biotique Haircare Product,Biotique,Haircare,482,433.8,10,3.7,1617.0,,2025,3900,1879800,2640,5,Out of Stock
871,L'Oreal Skincare Product,L'Oreal,Skincare,1513,1059.1,30,4.1,1511.0,,2025,922,1394986,457,6,In Stock
872,L'Oreal Makeup Product,L'Oreal,Makeup,1005,904.5,10,3.7,1499.0,,2024,1302,1308510,775,5,In Stock
873,Dove Makeup Product,Dove,Makeup,709,531.75,25,4.0,2508.0,,2025,1364,967076,860,4,In Stock
874,Dove Makeup Product,Dove,Makeup,517,465.3,10,,1718.0,,2025,4870,2517790,1652,2,Out of Stock
875,Lakme Haircare Product,Lakme,Haircare,996,846.6,15,4.0,1770.0,,2024,2948,2936208,1686,6,In Stock
876,Mamaearth Haircare Product,Mamaearth,Haircare,304,258.4,15,3.8,1515.0,,2024,127,38608,83,7,In Stock
877,Biotique Skincare Product,Biotique,Skincare,715,607.75,15,4.0,1837.0,,2024,2671,1909765,1024,4,In Stock
878,Dove Makeup Product,Dove,Makeup,311,264.35,15,3.5,1579.0,,2024,4277,1330147,2952,7,Out of Stock
879,Maybelline Skincare Product,Maybelline,Skincare,517,361.9,30,3.7,1333.0,,2024,650,336050,384,7,In Stock
880,L'Oreal Haircare Product,L'Oreal,Haircare,1511,1133.25,25,4.3,2222.0,,2025,1115,1684765,865,1,In Stock
881,L'Oreal Haircare Product,L'Oreal,Haircare,312,218.4,30,3.6,1940.0,,2024,2186,682032,702,1,In Stock
882,Mamaearth Skincare Product,Mamaearth,Skincare,299,239.2,20,3.7,1913.0,,2025,2499,747201,1081,2,In Stock
883,Dove Skincare Product,Dove,Skincare,1010,757.5,25,4.0,1699.0,,2025,2393,2416930,1437,6,In Stock
884,Mamaearth Makeup Product,Mamaearth,Makeup,500,350.0,30,4.0,1966.0,,2025,1913,956500,857,6,In Stock
